name,total.pop,white,black,hispanic,asian
"tennessee,dyer",38335,81,16.1,2.6,0.5
"tennessee,fayette",38413,68.2,29,2.2,0.5
"tennessee,fentress",17959,97.6,1.1,1.1,0.2
"tennessee,franklin",41052,89.7,6.8999999999999995,2.5,0.7
"tennessee,gibson",49683,77.6,20.1,2,0.2
"tennessee,giles",29485,85.5,12.2,1.6,0.4
"tennessee,grainger",22657,96,1.5,2.3,0.1
"tennessee,greene",68831,93.9,3.2,2.5,0.4
"tennessee,grundy",13703,97.2,1.3999999999999997,0.8000000000000002,0.20000000000000004
"tennessee,hamblen",62544,82.9,6,10.7,0.7
"tennessee,hamilton",336463,72,21.9,4.5,1.8
"tennessee,hancock",6819,97.90000000000002,1.5,0.20000000000000004,0.10000000000000002
"tennessee,hardeman",27253,55.8,42.4,1.4,0.5
"tennessee,hardin",26026,92.59999999999998,4.9,1.8999999999999997,0.4000000000000001
"tennessee,hawkins",56833,95.8,2.4,1.2,0.5
"tennessee,haywood",18787,44.8,51.3,3.7999999999999994,0.1
"tennessee,henderson",27769,88.20000000000002,9.599999999999998,1.9,0.29999999999999993
"tennessee,henry",32330,88.2,9.6,1.7,0.3
"tennessee,hickman",24690,91.8,6,1.8,0.2
"tennessee,houston",8426,94.1,3.8,1.5,0.3
"tennessee,humphreys",18538,94.4,3.7,1.5,0.2
"tennessee,jackson",11638,96.8,1.3,1.4,0.09999999999999999
"tennessee,jefferson",51407,92.90000000000002,3.4,3.1,0.4000000000000001
"tennessee,johnson",18244,95.2,3,1.5,0.2
"tennessee,knox",432226,83.90000000000002,10.699999999999998,3.5,1.8999999999999997
"tennessee,lake",7832,69.1,29,1.7,0.1
"tennessee,lauderdale",27815,61.2,36.3,2,0.2
"tennessee,lawrence",41869,94.8,3.2000000000000006,1.6000000000000003,0.3
"tennessee,lewis",12161,94.6,3.2,1.8,0.4
"tennessee,lincoln",33361,88.1,8.6,2.7,0.4
"tennessee,loudon",48556,90.2,2.2,7,0.6
"tennessee,mcminn",52266,90.4,5.9,2.8,0.7
"tennessee,mcnairy",26075,91,7.2,1.5,0.2
"tennessee,macon",22248,94.2,1.5,4.1,0.2
"tennessee,madison",98294,58.1,37.7,3.4,0.9
"tennessee,marion",28237,93.2,4.8,1.3,0.4
"tennessee,marshall",30617,86.8,8.2,4.5,0.4
"tennessee,maury",80956,80.2,14.5,4.8,0.6
"tennessee,meigs",11753,95.8,2.2,1.5,0.19999999999999998
"tennessee,monroe",44519,92.4,3.8,3.3,0.3
"tennessee,montgomery",172331,67.1,23.6,8,2.1
"tennessee,moore",6362,94.9,3.4,1.1,0.4
"tennessee,morgan",21987,93.9,4.9,0.9,0.2
"tennessee,obion",31807,84.8,11.7,3.1,0.2
"tennessee,overton",22083,97.1,1.5,0.9,0.2
"tennessee,perry",7915,94.8,3,1.7,0.2
"tennessee,pickett",5077,97.8,0.7,1.3,0.1
"tennessee,polk",16825,96.7,1.6,1.4,0.1
"tennessee,putnam",72321,89.9,3.6,5.3,1.2
"tennessee,rhea",31809,92.1,3.5,3.7,0.4
"tennessee,roane",54181,93.7,4.3,1.3,0.5
"tennessee,robertson",66283,84.7,8.9,5.9,0.5
"tennessee,rutherford",262604,75.6,14.9,6.7,3
"tennessee,scott",22228,98.1,1,0.5,0.2
"tennessee,sequatchie",14112,95,1.4,3.3,0.3
"tennessee,sevier",89889,91.6,2.1,5.3,0.9
"tennessee,shelby",927644,38.7,53.5,5.6,2.3
"tennessee,smith",19166,93.9,3.5,2.2,0.2
"tennessee,stewart",13324,93.6,3.2,1.9,1
"tennessee,sullivan",156823,94.4,3.4,1.5,0.6
"tennessee,sumner",160645,87,8.1,3.9,1
"tennessee,tipton",61081,76.7,20.4,2.1,0.6
"tennessee,trousdale",7870,85.9,11.3,2.5,0.2
"tennessee,unicoi",18313,94.7,1.3,3.8,0.2
"tennessee,union",19109,97,1.4,1.3,0.1
"tennessee,van buren",5548,97.5,1.3,0.9,0.1
"tennessee,warren",39839,87.2,4.5,8.1,0.5
"tennessee,washington",122979,90.2,5.6,3,1.2
"tennessee,wayne",17021,91.3,6.7,1.6,0.2
"tennessee,weakley",35021,87.7,9.2,2,1.1
"tennessee,white",25841,94.8,3.2000000000000006,1.6000000000000003,0.3
"tennessee,williamson",183182,86.7,5.799999999999999,4.5,3
"tennessee,wilson",113993,87.5,8,3.2,1.1
"texas,anderson",58458,61.2,22.8,15.9,0.5
"texas,andrews",14786,47.9,3.5,48.7,0.6
"texas,angelina",86771,63.3,16.8,19.8,0.9000000000000001
"texas,aransas",23158,70.6,3.6,24.6,2
"texas,archer",9054,90.4,1.9,7.5,0.2
"texas,armstrong",1901,90.7,1.7,6.5,0
"texas,atascosa",44911,36.3,3.1,61.9,0.3
"texas,austin",28417,65.7,11.6,23.4,0.4
"texas,bailey",7165,38.3,3.2,59.8,0.4
"texas,bandera",20485,80.9,2.3,16.7,0.3
"texas,bastrop",74171,57.2,10.7,32.6,0.7
"texas,baylor",3726,84.5,4.1,12.2,0.1
"texas,bee",31861,34.4,10.5,56.2,0.6
"texas,bell",310235,50.7,26.5,21.6,2.8
"texas,bexar",1714773,30.3,11,58.7,2.4
"texas,blanco",10497,79.4,2.6,18.2,0.5
"texas,borden",641,84.1,1.6000000000000003,14.800000000000002,0.20000000000000004
"texas,bosque",18212,80.7,3.4,16.1,0.2
"texas,bowie",92565,66.3,26.3,6.5,0.8
"texas,brazoria",313166,53.2,14.700000000000001,27.7,5.5
"texas,brazos",194851,59.1,13.3,23.3,5.2
"texas,brewster",9232,54.3,4,42.4,0.7
"texas,briscoe",1637,71,4.9,25.1,0
"texas,brooks",7223,7.9,1.9,91.2,0.3
"texas,brown",38106,74.7,5.7,19.6,0.4
"texas,burleson",17187,68.1,14.1,18.4,0.2
"texas,burnet",42750,76.1,3.6,20.2,0.5
"texas,caldwell",38066,44.2,9.3,47.1,0.9
"texas,calhoun",21381,45.8,4.7,46.4,4.4
"texas,callahan",13544,89.1,2.9,7.6,0.4
"texas,cameron",406220,10.7,2.1,88.1,0.7
"texas,camp",12401,58.9,20.2,21.4,0.5
"texas,carson",6182,88.5,2.3,8.5,0.3
"texas,cass",30464,77.2,18.8,3.5,0.3
"texas,castro",8062,37.3,3.6,59.9,0.4
"texas,chambers",35096,70.6,10.3,18.9,1
"texas,cherokee",50845,62.7,16.9,20.6,0.5
"texas,childress",7041,61.5,11.3,26.8,0.7
"texas,clay",10752,92.5,2.2,4.3,0.3
"texas,cochran",3127,42.5,6.7,52.9,0.20000000000000004
"texas,coke",3320,79.8,2.2,18.1,0.2
"texas,coleman",8895,80.1,4.2,16,0.4
"texas,collin",782341,63.1,11.4,14.7,11.2
"texas,collingsworth",3057,63.4,8.4,30,0.09999999999999999
"texas,colorado",20874,59.89999999999999,15,26.1,0.4
"texas,comal",108472,71.3,3.8,24.9,0.8
"texas,comanche",13974,72.6,2,25.8,0.3
"texas,concho",4087,44.3,3.8,53.2,0.3
"texas,cooke",38437,78.7,4.9,15.6,0.8
"texas,coryell",75388,62,20.9,15.899999999999999,1.8999999999999997
"texas,cottle",1505,69.3,10.9,21,0
"texas,crane",4375,40.3,5.1,55.1,0.4
"texas,crockett",3719,35.3,2.5,63.2,0.3
"texas,crosby",6059,43.300000000000004,5.5,52.300000000000004,0.09999999999999999
"texas,culberson",2398,21,3.4,76.2,1
"texas,dallam",6703,55.6,4.9,40.5,0.6
"texas,dallas",2368139,33.1,25.1,38.3,5
"texas,dawson",13833,39.1,8.8,53.4,0.4000000000000001
"texas,deaf smith",19372,30.700000000000003,3.5999999999999996,67.3,0.3
"texas,delta",5231,83.2,10.1,5.5,0.6
"texas,denton",662614,64.4,11.3,18.2,6.599999999999999
"texas,de witt",NA,NA,NA,NA,NA
"texas,dickens",2444,65.1,5.7,29,0.8999999999999999
"texas,dimmit",9996,12.2,2.6,86.2,0.6
"texas,donley",3677,85.3,6.3,8.4,0.2
"texas,duval",11782,10.2,2.6,88.5,0.2
"texas,eastland",18583,82.2,3.4,14.4,0.3
"texas,ector",137130,41.1,7,52.7,0.8
"texas,edwards",2002,47.3,1.6,51.3,0.3
"texas,ellis",149610,65.5,11.2,23.5,0.6
"texas,el paso",800647,13.1,5.599999999999999,82.2,1
"texas,erath",37890,77.5,2.9,19.2,0.7
"texas,falls",17866,52.5,27.2,20.8,0.3
"texas,fannin",33915,80.9,8.9,9.5,0.4
"texas,fayette",24554,73.5,8,18.7,0.3
"texas,fisher",3974,70.4,5.4,25.1,0.2
"texas,floyd",6446,43.10000000000001,4.8,52.89999999999999,0.2
"texas,foard",1336,81.4,4.7,14,0.39999999999999997
"texas,fort bend",585375,36.2,24.4,23.7,17
"texas,franklin",10605,81.1,5.7,12.6,0.5
"texas,freestone",19816,68.9,17.7,13.6,0.3
"texas,frio",17217,16.2,5.3,77.8,2.1
"texas,gaines",17526,60.60000000000001,3.8000000000000003,36.6,0.3
"texas,galveston:main",NA,NA,NA,NA,NA
"texas,galveston:spit",NA,NA,NA,NA,NA
"texas,garza",6461,45.8,7.700000000000001,47.10000000000001,0.1
"texas,gillespie",24837,78.4,1.6,20,0.4
"texas,glasscock",1226,67.3,2.4,30.8,0.1
"texas,goliad",7210,60.2,7.1,34.1,0.2
"texas,gonzales",19807,44.6,9.6,47.2,0.4
"texas,gray",22535,69.1,7.3,23.8,0.4
"texas,grayson",120877,78.7,8.5,11.3,0.9
"texas,gregg",121730,60.8,22.3,16.4,1.1
"texas,grimes",26604,60.60000000000001,18.7,21.199999999999996,0.2
"texas,guadalupe",131533,54.8,9.5,35.6,1.4
"texas,hale",36273,37.6,8.3,55.9,0.4
"texas,hall",3353,59.60000000000001,8.8,32.4,0.1
"texas,hamilton",8517,88,1.6,10.1,0.4
"texas,hansford",5613,55,2.9,43.3,0.3
"texas,hardeman",4139,71,8.5,21.5,0.3
"texas,hardin",54635,88,7.2,4.4,0.5
"texas,harris",4092459,33,22.2,40.8,6.2
"texas,harrison",65631,65,23.6,11.1,0.5
"texas,hartley",6062,67.8,8,23.9,0.5
"texas,haskell",5899,70.3,6.3,24,0.5
"texas,hays",157107,58.60000000000001,6.4,35.3,1.2
"texas,hemphill",3807,69.8,2,28.5,0.5
"texas,henderson",78532,80.9,8,10.8,0.4
"texas,hidalgo",774769,7.8,1.9,90.6,1
"texas,hill",35089,73.6,8.4,18.3,0.3
"texas,hockley",22935,51.4,6.1,43.6,0.3
"texas,hood",51182,87.09999999999998,2,10.2,0.6
"texas,hopkins",35161,75.4,9.1,15.3,0.5
"texas,houston",23732,62.4,27.5,10,0.4
"texas,howard",35012,53.7,8.3,37.9,0.8
"texas,hudspeth",3476,18.1,3.5,79.6,0.5
"texas,hunt",86129,74.8,10.6,13.6,1.1
"texas,hutchinson",22150,74.4,5.3,19.8,0.4
"texas,irion",1599,72.1,2.8,25.5,0.2
"texas,jack",9044,80.6,4.8,14.2,0.3
"texas,jackson",14075,62.9,9.1,29,0.4
"texas,jasper",35710,75.4,18.2,5.6,0.6
"texas,jeff davis",2342,63.6,3,33.7,0.3
"texas,jefferson",252273,44.6,35.8,17,3.4
"texas,jim hogg",5300,6.3,1.9,92.6,0.3
"texas,jim wells",40838,19.7,2.2,79,0.4
"texas,johnson",150934,76.6,4.8,18.1,0.7
"texas,jones",20202,62.099999999999994,13.300000000000002,24.8,0.4
"texas,karnes",14824,40.2,10.6,49.8,0.2
"texas,kaufman",103350,70,12.7,17,0.9
"texas,kendall",33410,77.1,2.4,20.4,0.6
"texas,kenedy",416,20.699999999999996,4.1,76.7,0.2
"texas,kent",808,82.8,2.4,14.9,0
"texas,kerr",49625,72.2,3.9,24,0.8
"texas,kimble",4607,74.9,1.2,23.4,0.4
"texas,king",286,84.6,1.4,13.6,0
"texas,kinney",3598,41.6,3.5,55.7,0.3
"texas,kleberg",32061,23.3,6.1,70.2,2.3
"texas,knox",3719,63.1,8.7,29.6,0.2
"texas,lamar",49793,76.1,16.1,6.5,0.6
"texas,lamb",13977,43.10000000000001,6.6,51.7,0.1
"texas,lampasas",19677,75.4,6.4,17.5,1
"texas,la salle",6886,13,1.6999999999999997,86,0.1
"texas,lavaca",19263,76.2,8.5,16,0.3
"texas,lee",16612,65,12.8,22.4,0.3
"texas,leon",16801,77.8,8.6,13.5,0.5
"texas,liberty",75643,69.2,12.8,18,0.5
"texas,limestone",23384,61.7,19.5,19.1,0.4
"texas,lipscomb",3302,67,3,30.5,0.3
"texas,live oak",11531,59,5.9,35.2,0.5
"texas,llano",19301,89.6,2,8,0.4
"texas,loving",82,73.2,7.300000000000001,22,0
"texas,lubbock",278831,57.3,10,31.900000000000002,2.1
"texas,lynn",5915,50.4,4.5,46.4,0.1
"texas,mcculloch",8283,67.2,3.7,29.9,0.4
"texas,mclennan",234906,58.9,17.3,23.6,1.4
"texas,mcmullen",707,61.10000000000001,3.7,36.9,0.4
"texas,madison",13664,58.8,21.6,19.7,0.6
"texas,marion",10546,71.7,24.2,3.1,0.5
"texas,martin",4799,53.7,3.4,43.5,0.3
"texas,mason",4012,77.1,1.4,21.5,0.2
"texas,matagorda",36702,47.4,13.8,38.3,2
"texas,maverick",54258,2.8999999999999995,1.3000000000000003,95.70000000000002,0.3
"texas,medina",46006,46.5,4.4,49.7,0.6
"texas,menard",2242,63.60000000000001,2.2,35.2,0.1
"texas,midland",136872,53.2,9,37.7,1.3
"texas,milam",24757,65.5,11.8,23.3,0.4
"texas,mills",4936,81.5,2,16.6,0.2
"texas,mitchell",9403,50.5,12.9,37,0.3
"texas,montague",19719,88,1.9,9.8,0.3
"texas,montgomery",455746,71.2,6.599999999999999,20.8,2.1
"texas,moore",21904,38.2,3.7,52.7,6.1
"texas,morris",12934,66.8,25,7.8,0.3
"texas,motley",1210,83.7,3.1,13.5,0
"texas,nacogdoches",64524,61.5,20.2,17.6,1.2
"texas,navarro",47735,59.9,16.1,23.8,0.5
"texas,newton",14445,74.9,21.5,2.8,0.4
"texas,nolan",15216,60.4,7,33.5,0.4
"texas,nueces",340223,32.9,6.4,60.6,1.7
"texas,ochiltree",10223,49.5,2.7,48.7,0.3
"texas,oldham",2052,82.8,4.5,11.8,0.8
"texas,orange",81837,83,10.3,5.8,1
"texas,palo pinto",28111,78.09999999999998,4,17.7,0.5
"texas,panola",23796,73.6,18,8.3,0.3
"texas,parker",116927,85.3,3.5,10.6,0.5
"texas,parmer",10269,38.4,3.3,60,0.2
"texas,pecos",15507,27.9,5.8,67.3,0.5
"texas,polk",45413,72.3,13.2,13.099999999999998,0.4
"texas,potter",121073,49,13.3,35.3,4
"texas,presidio",7818,14.5,2.5,83.4,1
"texas,rains",10914,87.5,3.9,7.7,0.5
"texas,randall",120725,78.2,4.6,16.4,1.4
"texas,reagan",3367,36.2,3.9,60.9,0.20000000000000004
"texas,real",3309,72.5,2.6,24.6,0.1
"texas,red river",12860,73.9,19.2,6.6,0.2
"texas,reeves",13783,19.5,6.5,74.2,0.9
"texas,refugio",7383,45.2,8.5,47.2,0.4
"texas,roberts",929,90.5,2.2,8,0.2
"texas,robertson",16622,59.1,23.5,18,0.6
"texas,rockwall",78337,74.1,7.9,15.9,2.4
"texas,runnels",10501,65.1,3.5,32,0.20000000000000004
"texas,rusk",53330,66.1,19.7,14.3,0.4
"texas,sabine",10834,87.5,8.8,3.2,0.3
"texas,san augustine",8865,69.7,24.1,6,0.3
"texas,san jacinto",26384,76.6,12.2,10.900000000000002,0.5
"texas,san patricio",64804,42.2,4.1,54.4,0.8
"texas,san saba",6131,67.4,4.9,28,0.2
"texas,schleicher",3461,54.1,3.9,44.4,0.1
"texas,scurry",16921,57.8,7,36.3,0.3
"texas,shackelford",3378,87.70000000000002,2.7,10.099999999999998,0.3
"texas,shelby",25448,65,18.8,16.4,0.3
"texas,sherman",3034,58.1,2,40.4,0.2
"texas,smith",209714,62.1,19.9,17.2,1.2
"texas,somervell",8490,77.7,3.4,19.2,0.6
"texas,starr",60968,4,0.6,95.7,0.2
"texas,stephens",9630,75.7,3.8,20.9,0.3
"texas,sterling",1143,64.1,3.1,31.9,0
"texas,stonewall",1490,80.9,4.6,14,0.9
"texas,sutton",4128,39.7,1.9,59.6,0.2
"texas,swisher",7854,51.2,9.1,40.1,0.1
"texas,tarrant",1809034,51.79999999999999,17.9,26.7,4.7
"texas,taylor",131506,67,10.6,22.1,1.6
"texas,terrell",984,50.3,2.2,47.5,0.4
"texas,terry",12651,45.4,7.3,49.1,0.2
"texas,throckmorton",1641,88.5,1.5,9.3,0.4000000000000001
"texas,titus",32334,49.2,11.9,39.6,0.7
"texas,tom green",110224,57.9,6.900000000000001,35.7,1
"texas,travis",1024266,50.5,11.8,33.5,5.8
"texas,trinity",14585,81,10.9,7.7,0.3
"texas,tyler",21766,80.4,12.200000000000001,6.8,0.19999999999999998
"texas,upshur",39309,82.1,10.8,6.6,0.4
"texas,upton",3355,48,3.9,49,0
"texas,uvalde",26405,29,3.6,69.3,0.5
"texas,val verde",48879,17.5,3.6,80.2,0.5
"texas,van zandt",52579,85.8,4.6,9.2,0.3
"texas,victoria",86793,47.9,8.8,43.9,1
"texas,walker",67861,58.5,24.5,16.8,0.9
"texas,waller",43205,44.6,27.1,29,0.5
"texas,ward",10658,46.2,8.2,47.6,0.3
"texas,washington",33718,66.4,19.2,13.8,1.3
"texas,webb",250304,3.3,1.9,95.7,0.6
"texas,wharton",41280,47.7,15.9,37.4,0.4
"texas,wheeler",5410,71.1,4.4,24.8,0.4
"texas,wichita",131500,68.4,13.4,16.6,2
"texas,wilbarger",13535,63.4,10.6,25.9,0.7
"texas,willacy",22134,10.1,4,87.2,0.6
"texas,williamson",422679,63.8,9.4,23.199999999999996,4.8
"texas,wilson",42918,58.7,3.8,38.2,0.4
"texas,winkler",7110,42.5,5.3,53.8,0.2
"texas,wise",59127,79.7,3.2,17.1,0.4
"texas,wood",41964,84.9,6.1,8.5,0.4000000000000001
"texas,yoakum",7879,39.2,3.6,58.7,0.4
"texas,young",18550,80.6,3.2,16.4,0.4
"texas,zapata",14018,6.099999999999999,0.6999999999999998,93.3,0.20000000000000004
"texas,zavala",11677,5.5,2.2,93.9,0
"utah,beaver",6629,86,1.6000000000000003,10.800000000000002,1.1
"utah,box elder",49975,88.3,2.6,8.3,0.9
"utah,cache",112656,85.5,2.5,10,1.9
"utah,carbon",21403,84.1,2.8,12.4,0.6
"utah,daggett",1059,94.4,1.4,3.1,0.4
"utah,davis",306479,85.8,3.8999999999999995,8.4,1.8000000000000003
"utah,duchesne",18607,87.1,3.1,6,0.3
"utah,emery",10976,92.1,1.1,6,0.3
"utah,garfield",5172,91.6,1.3,4.5,1.2
"utah,grand",9225,84.1,2.3,9.6,0.8
"utah,iron",46163,87.1,2.8,7.700000000000001,0.8
"utah,juab",10246,94,1.7000000000000002,3.7000000000000006,0.20000000000000004
"utah,kane",7125,93.2,1.6,3.7,0.4
"utah,millard",12503,84.7,1.6000000000000003,12.800000000000002,0.6
"utah,morgan",9469,96.1,1.1,2.4,0.4
"utah,piute",1556,91.2,1.5,7,0.4000000000000001
"utah,rich",2264,94.1,1.2,4.2,0.3
"utah,salt lake",1029655,74,4.7,17.1,3.3
"utah,san juan",14746,43.9,2.5,4.4,0.3
"utah,sanpete",27822,86.7,2.6,9.4,0.5
"utah,sevier",20802,92.9,1.7000000000000002,4.5,0.3
"utah,summit",36324,85.4,2.1,11.5,1.2
"utah,tooele",58218,84.5,3.5,11.4,0.6
"utah,uintah",32588,82.8,2.7,7.1,0.5
"utah,utah",516564,84.2,3.3,10.8,1.4
"utah,wasatch",23530,84.2,1.7,13.5,0.8
"utah,washington",138115,85.6,2.9,9.8,0.7
"utah,wayne",2778,93.4,1.6999999999999997,4.2,0.7
"utah,weber",231236,78.1,4.3,16.7,1.3
"vermont,addison",36821,94.1,2.5,1.9,1.4
"vermont,bennington",37125,95.7,2.1,1.4,0.7
"vermont,caledonia",31227,95.8,1.9,1.1,0.8
"vermont,chittenden",156545,91.3,4,1.8,2.8
"vermont,essex",6306,96.6,1.6,0.9000000000000001,0.3
"vermont,franklin",47746,94.9,2.6,1.2,0.5
"vermont,grand isle",6970,94.7,3.2,1.1,0.3
"vermont,lamoille",24475,95.7,2.1,1.3,0.5
"vermont,orange",28936,96.40000000000002,1.8999999999999997,1,0.5
"vermont,orleans",27231,96,2.2,1.1,0.3
"vermont,rutland",61642,96.3,1.8,1.1,0.6
"vermont,washington",59534,94.9,2.5,1.7,0.8
"vermont,windham",44513,94.1,2.9,1.8000000000000003,1
"vermont,windsor",56670,95.5,2.2,1.2,0.9
"virginia,accomack:main",NA,NA,NA,NA,NA
"virginia,accomack:chincoteague",NA,NA,NA,NA,NA
"virginia,albemarle",98970,77.9,12.1,5.5,4.7
"virginia,alleghany",16250,92.6,6,1.1,0.2
"virginia,amelia",12690,72.8,24.5,2.3,0.2
"virginia,amherst",32353,75.7,21.1,1.9,0.5
"virginia,appomattox",14973,76.7,21.7,1.1,0.2
"virginia,arlington",207627,64,12.2,15.099999999999998,9.6
"virginia,augusta",73750,92.2,5.2,2.1,0.5
"virginia,bath",4731,92.2,5.5,2.1,0.1
"virginia,bedford",74898,89.0372907153729,8.162709284627095,1.6498437875510694,0.9750781062244652
"virginia,bland",6824,95.2,4.1,0.6,0.3
"virginia,botetourt",33148,94.2,4.1,1.1,0.5
"virginia,brunswick",17434,39.8,58.3,1.7,0.3
"virginia,buchanan",24098,96.3,3,0.4,0.2
"virginia,buckingham",17146,61.199999999999996,36.7,1.7,0.4
"virginia,campbell",54842,81.3,15.9,1.7,1
"virginia,caroline",28545,63.6,32.3,3.4,0.6
"virginia,carroll",30042,95.9,1.2,2.6,0.2
"virginia,charles city",7256,40.5,51,1.2,0.3
"virginia,charlotte",12586,66.6,31.2,1.9,0.2
"virginia,chesterfield",316236,65.4,24.6,7.2,3.3
"virginia,clarke",14034,88.3,7.3,3.5,0.9
"virginia,craig",5190,98.3,0.8,0.7,0.2
"virginia,culpeper",46689,71.7,18.6,8.9,1.3
"virginia,cumberland",10052,63.2,34.5,1.8000000000000003,0.3
"virginia,dickenson",15903,98.4,0.8,0.5,0.1
"virginia,dinwiddie",28001,62.9,34.3,2.4,0.4000000000000001
"virginia,essex",11151,56,40.2,3.1,0.8
"virginia,fairfax",1104291,54.73895069325024,13.110090727896903,15.604086785095593,17.453001971400653
"virginia,fauquier",65203,81.9,10.6,6.4,1.3
"virginia,floyd",15279,94.1,2.9,2.7,0.2
"virginia,fluvanna",25691,79.1,17.5,3,0.6
"virginia,franklin",64741,80.95763426576667,15.948412906813301,2.380696930847531,0.4397676897174897
"virginia,frederick",78305,86.3,6.1,6.6,1.2
"virginia,giles",17286,95.9,2.5,1.2,0.3
"virginia,gloucester",36858,85.7,11,2.5,0.8
"virginia,goochland",21717,76.4,20.5,2.1,1
"virginia,grayson",15533,94.2,2.9,2.7,0.1
"virginia,greene",18403,85.8,8.6,4.2,1.4
"virginia,greensville",12243,37.8,60.6,1.4000000000000001,0.3
"virginia,halifax",36241,60.2,37.8,1.6,0.4
"virginia,hanover",99863,85.5,10.8,2.1,1.4
"virginia,henrico",306935,56.9,31.9,4.9,6.5
"virginia,henry",54151,71.5,23.4,4.7,0.4
"virginia,highland",2321,98.4,0.5,0.8,0.2
"virginia,isle of wight",35270,70.8,26.5,1.9,0.8
"virginia,james city",67009,77.7,15.700000000000001,4.5,2.2
"virginia,king and queen",6945,65.5,30.2,2.6,0.2
"virginia,king george",23584,74.6,20.8,3.3,1.2
"virginia,king william",15935,76,20,2,0.7
"virginia,lancaster",11391,69.6,28.9,1,0.6
"virginia,lee",25587,93.4,4.6,1.6,0.2
"virginia,loudoun",312311,62.4,11.3,12.4,14.700000000000001
"virginia,louisa",33153,77.1,20,2.3,0.5
"virginia,lunenburg",12914,59.9,36.4,3.6,0.2
"virginia,madison",13308,85.59999999999998,12,1.8,0.6
"virginia,mathews",8978,87.3,11.1,1.2,0.3
"virginia,mecklenburg",32727,58.7,38.3,2.5,0.7
"virginia,middlesex",10959,78.5,19.6,1.5,0.3
"virginia,montgomery",94392,85.9,6,2.7,5.4
"virginia,suffolk",84585,50.9,45,2.9,1.6
"virginia,nelson",15020,81.8,14.8,3.1,0.5
"virginia,new kent",18429,80.3,15.8,2.1,0.9000000000000001
"virginia,northampton",12389,54.5,38,7.1,0.7
"virginia,northumberland",12330,70.1,26.5,3.1,0.3
"virginia,nottoway",15853,55.5,40.6,3.8,0.3
"virginia,orange",33481,80.7,15.2,3.4,0.7
"virginia,page",24042,95.1,3.1,1.6,0.3
"virginia,patrick",18490,90.2,7,2.4,0.2
"virginia,pittsylvania",63506,74.4,23.2,2.1,0.3
"virginia,powhatan",28046,82.8,14.800000000000002,1.8,0.5
"virginia,prince edward",23368,62.2,34.8,2.2,0.9
"virginia,prince george",35725,58.3,34.8,5.8,1.5
"virginia,prince william",402002,48.7,25.3,20.3,7.5
"virginia,pulaski",34872,91.7,6.5,1.2,0.5
"virginia,rappahannock",7373,90.2,6,3.1,0.5
"virginia,richmond",213468,40.101402552138964,51.985298967526745,6.265319392133716,2.2176335563175744
"virginia,roanoke",189408,74.92183223517485,19.25358590978206,3.8417891535732385,2.2389381652306137
"virginia,rockbridge",22307,93.8,4.1,1.3,0.5
"virginia,rockingham",76314,91.3,3.1,5.3,0.6
"virginia,russell",28897,97.4,1.4,1,0.2
"virginia,scott",23177,97.4,1.2,1,0.2
"virginia,shenandoah",41993,90.2,3.3999999999999995,6.1,0.5
"virginia,smyth",32208,95.1,2.9,1.6,0.3
"virginia,southampton",18570,60,38.6,1.1,0.2
"virginia,spotsylvania",122397,72,18.6,7.6,2.3
"virginia,stafford",128961,67.8,20.9,9.2,2.8
"virginia,surry",7058,50.8,47.8,1.2,0.3
"virginia,sussex",12087,38.6,58.89999999999999,2.2,0.4
"virginia,tazewell",45078,94.70000000000002,3.8999999999999995,0.7,0.6
"virginia,warren",37575,88.7,6.8,3.5,1
"virginia,washington",54876,96.2,2,1.3,0.4
"virginia,westmoreland",17454,63.5,30.300000000000004,5.7,0.6
"virginia,wise",41452,92.4,6.1,1.1,0.3
"virginia,wythe",29235,94.6,4,1,0.4
"virginia,york",65464,74,16.8,4.4,4.9
"virginia,hampton",137436,41,53.3,4.5,2.2
"virginia,newport news",180719,46,44.9,7.5,2.7
"virginia,norfolk",242803,44.3,46.7,6.6,3.3
"virginia,virginia beach",437994,64.5,23.699999999999996,6.6,6.1
"washington,adams",18728,38.8,3.4,59.3,0.7
"washington,asotin",21623,92.6,2.8,3,0.5
"washington,benton",175177,74.5,4.8,18.7,2.7
"washington,chelan",72453,70.7,3.1,25.8,0.8
"washington,clallam",71404,84.6,4.6,5.1,1.4
"washington,clark",425363,81.8,6,7.6,4.1
"washington,columbia",4078,89.5,3,6.2,0.6
"washington,cowlitz",102410,85.8,4.4,7.8,1.5
"washington,douglas",38431,67.8,3,28.7,0.7
"washington,ferry",7551,75,5.1,3.4,0.7
"washington,franklin",78163,43.2,5,51.2,1.7999999999999998
"washington,garfield",2266,92.8,1.9,4,1.7
"washington,grant",89120,57.3,4.6,38.3,0.9
"washington,grays harbor",72797,81.4,5,8.6,1.4
"washington,island",78506,83.1,6.700000000000001,5.5,4.4
"washington,jefferson",29872,89.3,4.2,2.8,1.6
"washington,king",1931249,64.8,11.2,8.9,14.6
"washington,kitsap",251133,79.1,8.4,6.2,4.9
"washington,kittitas",40915,86.1,3.9,7.6,2
"washington,klickitat",20318,83.8,3.5,10.7,0.6
"washington,lewis",75455,86,3.8,8.7,0.9
"washington,lincoln",10570,93.6,2.5,2.3,0.4
"washington,mason",60699,82.9,5.2,8,1.2
"washington,okanogan",41120,68.3,3.9,17.6,0.6
"washington,pacific",20920,84.6,3.7,8,2
