name,total.pop,white,black,hispanic,asian
"kentucky,edmonson",12161,96.5,2.3,0.8,0.2
"kentucky,elliott",7852,95.2,4,0.8,0.1
"kentucky,estill",14672,98.2,0.9,0.7,0.1
"kentucky,fayette",295803,73,17,6.9,3.2
"kentucky,fleming",14348,96.59999999999998,2.1,1,0.20000000000000004
"kentucky,floyd",39451,97.9,1.3,0.6,0.2
"kentucky,franklin",49285,83.2,12.6,2.8,1.4
"kentucky,fulton",6813,73,25.4,0.8,0.7
"kentucky,gallatin",8589,92.6,3.4,4.3,0.2
"kentucky,garrard",16912,94.4,3,2.4,0.2
"kentucky,grant",24662,95.5,1.6,2.3,0.3
"kentucky,graves",37121,87.8,6.2,5.7,0.3
"kentucky,grayson",25746,96.7,2,1,0.20000000000000004
"kentucky,green",11258,95,3.3000000000000003,1.4,0.19999999999999998
"kentucky,greenup",36910,96.9,1.7,0.8,0.5
"kentucky,hancock",8565,96.7,1.9,1.1,0.2
"kentucky,hardin",105543,77.8,15.2,5,2
"kentucky,harlan",29278,95.7,3.2,0.7,0.3
"kentucky,harrison",18846,94.7,3.2,1.8,0.2
"kentucky,hart",18199,92.2,6.1,1.4,0.2
"kentucky,henderson",46250,88.2,9.5,1.9,0.4
"kentucky,henry",15416,92.6,4.4,2.9,0.2
"kentucky,hickman",4902,87.7,10.8,1.2,0.2
"kentucky,hopkins",46920,89.4,8.5,1.6,0.6
"kentucky,jackson",13494,98.5,0.7,0.6,0.1
"kentucky,jefferson",741096,70.5,23.1,4.4,2.2
"kentucky,jessamine",48586,91.3,4.9,2.8,1
"kentucky,johnson",23356,98,1,0.5,0.39999999999999997
"kentucky,kenton",159720,89.8,6.6,2.6,0.9
"kentucky,knott",16346,98,1.3,0.6,0.1
"kentucky,knox",31883,96.6,2.2,0.8,0.2
"kentucky,larue",14193,92.3,4.7,2.7999999999999994,0.20000000000000004
"kentucky,laurel",58849,96.4,1.7,1.2,0.5
"kentucky,lawrence",15860,98.2,1,0.5,0.2
"kentucky,lee",7887,95.9,3.1,0.7,0.1
"kentucky,leslie",11310,98.6,0.8,0.4,0.1
"kentucky,letcher",24519,98.4,0.8,0.5,0.2
"kentucky,lewis",13870,98.4,0.8,0.6,0.1
"kentucky,lincoln",24742,94.6,3.8,1.5,0.2
"kentucky,livingston",9519,97.1,1.3,1.3,0.2
"kentucky,logan",26835,89.2,8.1,2.4,0.2
"kentucky,lyon",8314,92.3,6.4,0.9,0.3
"kentucky,mccracken",65565,83.9,13.2,2.1,0.8
"kentucky,mccreary",18306,90.4,7,2.1,0.1
"kentucky,mclean",9531,97.3,1.4,1.1,0.1
"kentucky,madison",82916,90.4,6.4,2.2,0.9000000000000001
"kentucky,magoffin",13333,98.3,0.8000000000000002,0.6999999999999998,0.10000000000000002
"kentucky,marion",19820,87.2,9.8,2.4,0.6
"kentucky,marshall",31448,97.5,1,1.1,0.3
"kentucky,martin",12929,89.2,7.5,3,0.2
"kentucky,mason",17490,89.7,8.2,1.4,0.6
"kentucky,meade",28602,90.6,5.8,3,0.6
"kentucky,menifee",6306,96,3,0.8,0.1
"kentucky,mercer",21331,92,5.4,2.3,0.39999999999999997
"kentucky,metcalfe",10099,96.3,2.4,1.1,0.1
"kentucky,monroe",10963,94.1,3.1999999999999997,2.6,0.09999999999999999
"kentucky,montgomery",26499,93.29999999999998,3.8999999999999995,2.5,0.3
"kentucky,morgan",13923,93.7,5,0.8000000000000002,0.3
"kentucky,muhlenberg",31499,93,5.6,1.2,0.1
"kentucky,nelson",43437,90.9,6.6000000000000005,2,0.5
"kentucky,nicholas",7135,97,1.3,1.4,0.2
"kentucky,ohio",23842,94.5,1.8,3.5,0.2
"kentucky,oldham",60316,89.2,6,3.5,1.3
"kentucky,owen",10841,95.6,1.8999999999999997,2.3,0.20000000000000004
"kentucky,owsley",4755,98,0.9,0.8,0
"kentucky,pendleton",14877,97.6,1.3,1,0.1
"kentucky,perry",28712,96.2,2.5,0.6,0.5
"kentucky,pike",65024,97.6,1.3,0.7,0.5
"kentucky,powell",12613,97.2,1.5,1,0.10000000000000002
"kentucky,pulaski",63063,95.1,2.3,2.1,0.5
"kentucky,robertson",2282,97.8,1.1,1,0.1
"kentucky,rockcastle",17056,98.2,1,0.6,0.1
"kentucky,rowan",23333,95.4,2.5,1.3,0.8
"kentucky,russell",17565,94.9,1.5,3.3,0.2
"kentucky,scott",47173,87.8,7,4.2,0.9000000000000001
"kentucky,shelby",42074,81,9.7,9.1,0.6
"kentucky,simpson",17327,86.2,11.2,1.8999999999999997,0.7
"kentucky,spencer",17061,95.4,2.7,1.4,0.4
"kentucky,taylor",24512,91.1,6.6,1.8,0.5
"kentucky,todd",12460,86.7,9.4,4,0.1
"kentucky,trigg",14339,88.4,9.9,1.2,0.3
"kentucky,trimble",8809,95.4,1.5,2.5,0.4
"kentucky,union",15007,84.3,13.5,1.6,0.3
"kentucky,warren",113792,81.6,11.2,4.5,2.8
"kentucky,washington",11717,88.8,7.700000000000001,3.3999999999999995,0.3
"kentucky,wayne",20813,94.1,2.7,2.9,0.3
"kentucky,webster",13621,89.8,5.6,4.3,0.3
"kentucky,whitley",35637,96.9,1.8,0.9,0.4
"kentucky,wolfe",7355,98.5,0.7,0.6,0
"kentucky,woodford",24939,86.4,6.700000000000001,6.700000000000001,0.5
"louisiana,acadia",61773,78.6,19.4,1.7,0.2
"louisiana,allen",25764,70.9,24.800000000000004,1.3000000000000003,0.7
"louisiana,ascension",107215,70.8,23.5,4.7,0.9
"louisiana,assumption",23421,65.9,31.400000000000002,2.1,0.19999999999999998
"louisiana,avoyelles",42073,66.3,31.1,1.4,0.3
"louisiana,beauregard",35654,80.6,15.5,2.8,0.6
"louisiana,bienville",14353,54.70000000000001,43.6,1.3999999999999997,0.20000000000000004
"louisiana,bossier",116979,69.2,23.1,6,1.6
"louisiana,caddo",254969,47.8,48.6,2.4,1.1
"louisiana,calcasieu",192768,69.4,26.7,2.6,1.1
"louisiana,caldwell",10132,79.4,18.1,2.2,0.2
"louisiana,cameron",6839,94.5,2.7999999999999994,2.3,0.10000000000000002
"louisiana,catahoula",10407,66.7,32.2,0.9000000000000001,0
"louisiana,claiborne",17195,47,51.6,1,0.2
"louisiana,concordia",20822,56.79999999999999,41.7,1,0.20000000000000004
"louisiana,de soto",26656,56.6,40.4,2.5,0.20000000000000004
"louisiana,east baton rouge",440171,47,46.70000000000001,3.7000000000000006,2.7999999999999994
"louisiana,east carroll",7759,28.3,69.8,1.6,0.6
"louisiana,east feliciana",20267,52.599999999999994,46.1,1,0.3
"louisiana,evangeline",33984,67.9,29.4,2.3,0.3
"louisiana,franklin",20767,66.7,32.3,0.8999999999999999,0.20000000000000004
"louisiana,grant",22309,77.8,17.1,4.2,0.3
"louisiana,iberia",73240,60.8,33.5,3.1,2.4
"louisiana,iberville",33387,47.9,50.1,2,0.3
"louisiana,jackson",16274,67.5,31,1.3,0.2
"louisiana,jefferson",432552,56,28.5,12.4,3.9
"louisiana,jefferson davis",31594,78.6,19.2,1.7,0.2
"louisiana,lafayette",221578,67.2,27.399999999999995,3.9,1.5
"louisiana,lafourche",96318,78,15,3.8,0.7
"louisiana,la salle",14890,84.1,12.8,2.2,0.2
"louisiana,lincoln",46735,54.2,41.6,2.5,1.7
"louisiana,livingston",128026,90.1,6.2,3,0.5
"louisiana,madison",12093,36.4,62,1.5999999999999999,0.19999999999999998
"louisiana,morehouse",27979,50.89999999999999,47.89999999999999,0.9000000000000001,0.4
"louisiana,natchitoches",39566,53.4,43.5,1.9,0.3
"louisiana,orleans",343829,30.5,61.89999999999999,5.2,2.9
"louisiana,ouachita",153720,59.6,37.7,1.8,0.9
"louisiana,plaquemines",23042,67.8,23.2,4.6,3.2
"louisiana,pointe coupee",22802,60.3,37.3,2.2,0.2
"louisiana,rapides",131613,62,33.7,2.6,1.2
"louisiana,red river",9091,58.400000000000006,40.2,1.1,0.1
"louisiana,richland",20725,61.3,36.9,1.6,0.3
"louisiana,sabine",24233,69.2,20,3.4,0.2
"louisiana,st bernard",35897,68.5,20.6,9.2,1.9000000000000001
"louisiana,st charles",52780,66.2,28.2,5,0.8
"louisiana,st helena",11203,44.6,54.1,0.9,0.09999999999999999
"louisiana,st james",22102,47.4,51.2,1.2,0.1
"louisiana,st john the baptist",45924,40,55,4.7,0.7
"louisiana,st landry",83384,55.199999999999996,42.6,1.5999999999999999,0.39999999999999997
"louisiana,st martin:north",NA,NA,NA,NA,NA
"louisiana,st martin:south",NA,NA,NA,NA,NA
"louisiana,st mary",54650,57.2,34.5,5.3,1.7
"louisiana,st tammany",233740,80.6,13.2,4.7,1.3
"louisiana,tangipahoa",121097,64.3,31.6,3.5,0.6
"louisiana,tensas",5252,41.5,57.3,1.2,0.2
"louisiana,terrebonne",111860,68.6,21,4,1
"louisiana,union",22721,67.8,28,4.2,0.09999999999999999
"louisiana,vermilion",57999,79.8,15.7,2.4,2
"louisiana,vernon",52334,72.2,18.3,7.2,1.8
"louisiana,washington",47168,65.8,32.1,1.9,0.2
"louisiana,webster",41207,63.300000000000004,34.7,1.5999999999999999,0.3
"louisiana,west baton rouge",23788,58.6,38.9,2.3,0.3
"louisiana,west carroll",11604,80.5,16.7,2.6,0.2
"louisiana,west feliciana",15625,51.2,47.1,1.6,0.2
"louisiana,winn",15313,66,31.8,1.6,0.3
"maine,androscoggin",107702,91.9,5.7,1.5,0.7
"maine,aroostook",71870,95.1,2,0.9,0.4
"maine,cumberland",281674,91.8,4.2,1.8,2
"maine,franklin",30768,96.6,1.7,1,0.4
"maine,hancock",54418,96.20000000000002,1.6,1.1,0.8
"maine,kennebec",122151,95.4,2.3,1.2,0.7
"maine,knox",39736,96.5,1.9,0.8,0.5
"maine,lincoln",34457,97,1.4,0.8,0.5
"maine,oxford",57833,96.1,1.9,1,0.6
"maine,penobscot",153923,94.7,2.3,1.1,0.9
"maine,piscataquis",17535,96.3,1.5,1,0.7
"maine,sagadahoc",35293,95.4,2.3,1.3,0.8
"maine,somerset",52228,96.6,1.6999999999999997,0.8,0.6
"maine,waldo",38786,96.6,1.8,0.9,0.4
"maine,washington",32856,91.3,2.1,1.4,0.5
"maine,york",197131,95.6,1.9,1.3,1.1
"maryland,allegany",75087,88.2,9.6,1.4,0.8
"maryland,anne arundel",537656,72.4,18.4,6.1,3.4
"maryland,baltimore",1425990,47.58955273178635,44.68618812193633,4.2,3.8242591462773228
"maryland,calvert",88737,79.7,16.1,2.7,1.4
"maryland,caroline",33066,78.2,16,5.5,0.6
"maryland,carroll",167134,91.2,4.7,2.6,1.4
"maryland,cecil",101108,87.4,8.4,3.4,1.1
"maryland,charles",146551,48.4,44.7,4.3,3
"maryland,dorchester",32618,66.2,29.6,3.5,0.9
"maryland,frederick",233385,77.8,11.4,7.3,3.8
"maryland,garrett",30097,97.3,1.7,0.7,0.3
"maryland,harford",244826,79.2,15.2,3.5,2.4
"maryland,howard",287085,59.2,21.1,5.8,14.4
"maryland,kent",20197,78.1,16.9,4.5,0.8
"maryland,montgomery",971777,49.3,21.2,17,13.9
"maryland,prince georges",NA,NA,NA,NA,NA
"maryland,queen annes",NA,NA,NA,NA,NA
"maryland,st marys",NA,NA,NA,NA,NA
"maryland,somerset",26470,52.1,44,3.3,0.7
"maryland,talbot",37782,79,14.4,5.5,1.2
"maryland,washington",147430,83.3,12.2,3.5,1.4
"maryland,wicomico",98733,66.6,26.7,4.5,2.5
"maryland,worcester",51454,80.3,15.4,3.2,1.1
"maryland,baltimore city",NA,NA,NA,NA,NA
"massachusetts,barnstable",215888,91.40000000000002,4.1,2.2,1.1
"massachusetts,berkshire",131219,90.6,4.9,3.5,1.2
"massachusetts,bristol",548285,85.6,5.9,6,1.9
"massachusetts,dukes",16535,86.3,6.5,2.3,0.8
"massachusetts,essex",743159,76,6.4,16.5,3.1
"massachusetts,franklin",71372,92.4,3.2,3.2,1.3
"massachusetts,hampden",463490,67.7,11.9,20.9,2
"massachusetts,hampshire",158080,86.2,5,4.7,4.5
"massachusetts,middlesex",1503085,76.5,7.2,6.5,9.3
"massachusetts,nantucket",10172,80.5,8.6,9.4,1.2
"massachusetts,norfolk",670850,80.3,7.6,3.3,8.6
"massachusetts,plymouth",494919,83.9,9.8,3.2,1.2
"massachusetts,suffolk",722023,48.10000000000001,25.6,19.9,8.2
"massachusetts,worcester",798552,80.7,6.5,9.4,4
"michigan,alcona",10942,97.1,1,1.1,0.2
"michigan,alger",9601,85.5,9.1,1.2,0.3
"michigan,allegan",111408,89.7,3.1,6.7,0.6
"michigan,alpena",29598,96.7,1.3,1,0.5
"michigan,antrim",23580,95.6,1.6,1.7,0.2
"michigan,arenac",15899,95.8,1.5,1.4,0.2
"michigan,baraga",8860,74.5,11.6,1,0.1
"michigan,barry",59173,95.5,1.7,2.3,0.4
"michigan,bay",107771,91.20000000000002,3.8,4.7,0.5
"michigan,benzie",17525,95.1,1.7,1.7,0.3
"michigan,berrien",156813,76.1,17.7,4.5,1.6
"michigan,branch",45248,90.9,4.6,4,0.5
"michigan,calhoun",136146,79.8,14,4.5,1.6
"michigan,cass",52293,87.4,8.4,3,0.6
"michigan,charlevoix",25949,94.79999999999998,2.1,1.4,0.4
"michigan,cheboygan",26152,93,3.1,0.8,0.3
"michigan,chippewa",38520,71.5,11.2,1.2,0.6
"michigan,clare",30926,95.8,1.9,1.5,0.3
"michigan,clinton",75382,90.5,4,3.9,1.5
"michigan,crawford",14074,96.5,1.5,1.3,0.4
"michigan,delta",37069,94.2,2.3,0.8999999999999999,0.4
"michigan,dickinson",26168,96.6,1.6,1,0.5
"michigan,eaton",107759,84.90000000000002,8.9,4.7,1.7
"michigan,emmet",32694,92.2,2.7,1.3,0.5
"michigan,genesee",425790,72.7,23.3,3,0.9
"michigan,gladwin",25692,96.9,1.2,1.2,0.3
"michigan,gogebic",16427,91.1,5.5,0.9,0.2
"michigan,grand traverse",86986,93.3,2.9,2.2,0.7
"michigan,gratiot",42476,87.4,6.9,5.4,0.3
"michigan,hillsdale",46688,95.9,1.6999999999999997,1.8000000000000003,0.4
"michigan,houghton",36628,93.6,1.9,1.1,2.9
"michigan,huron",33118,96.1,1.3,2,0.4
"michigan,ingham",280895,72.4,15.7,7.3,5.2
"michigan,ionia",63905,89.1,6.2,4.4,0.4
"michigan,iosco",25887,95.5,2,1.6,0.5
"michigan,iron",11817,96.20000000000002,1.5,1.4,0.3
"michigan,isabella",70311,87.5,5.2,3.1,1.6
"michigan,jackson",160248,85.9,10.5,3,0.7
"michigan,kalamazoo",250331,79.9,14.2,4,2.1
"michigan,kalkaska",17153,95.9,1.9,1.2,0.2
"michigan,kent",602622,76,12.7,9.7,2.3
"michigan,keweenaw",2156,98.2,1.3,0.7,0
"michigan,lake",11539,85.8,11.8,2.1,0.1
"michigan,lapeer",88319,93,2.4,4.1,0.3
"michigan,leelanau",21708,91.2,2,3.7,0.4
"michigan,lenawee",99892,87.6,4.7,7.6,0.5
"michigan,livingston",180967,95.29999999999998,1.6999999999999997,1.9,0.8
"michigan,luce",6631,79.6,14.2,1.2,0.3
"michigan,mackinac",11113,75.7,5.8,1.1,0.19999999999999998
"michigan,macomb",840978,83.9,10.7,2.3,3
"michigan,manistee",24733,90.6,4.8,2.6,0.3
"michigan,marquette",67077,93,3.7,1.1,0.6
"michigan,mason",28705,92.6,2.5,4,0.5
"michigan,mecosta",42798,92.6,4.7,1.6999999999999997,0.7
"michigan,menominee",24029,94.5,1.5,1.2,0.3
"michigan,midland",83629,93.1,2.7,2,1.9000000000000001
"michigan,missaukee",14849,95.8,1.5,2.1,0.3
"michigan,monroe",152021,92.5,3.9000000000000004,3.1,0.6
"michigan,montcalm",63342,92.6,3.9,3.1,0.4
"michigan,montmorency",9765,96.9,1.6,1,0.2
"michigan,muskegon",172188,77.3,17.3,4.8,0.5
"michigan,newaygo",48460,91,2.7,5.5,0.4
"michigan,oakland",1202362,75.1,15.8,3.5,5.6
"michigan,oceana",26570,83.7,2.4,13.7,0.2
"michigan,ogemaw",21699,96.2,1.6,1.4,0.4
"michigan,ontonagon",6780,96.5,1.4,0.9,0.2
"michigan,osceola",23528,95.8,2.2,1.5,0.2
"michigan,oscoda",8640,97,1.5,0.9,0.1
"michigan,otsego",24164,96,1.8000000000000003,1.2,0.4
"michigan,ottawa",263801,85.7,3.5,8.6,2.6
"michigan,presque isle",13376,97,1.4,0.9,0.3
"michigan,roscommon",24449,96.5,1.6,1.1,0.3
"michigan,saginaw",200169,70.5,21.5,7.8,1.1
"michigan,st clair",163040,92.1,4.5,2.9,0.5
"michigan,st joseph",61295,88,4.8,6.6,0.7
"michigan,sanilac",43114,94.8,1.5,3.2999999999999994,0.3
"michigan,schoolcraft",8485,87.1,3.4,0.8,0.2
"michigan,shiawassee",70648,95.2,1.8999999999999997,2.4,0.4
"michigan,tuscola",55729,94.3,2.4,2.8,0.3
"michigan,van buren",76258,82.7,6.7,10.2,0.4
"michigan,washtenaw",344791,72.1,16.1,4,7.8999999999999995
"michigan,wayne",1820584,49.6,42.9,5.2,2.5
"michigan,wexford",32735,95.5,1.9,1.6,0.6
"minnesota,aitkin",16202,95,1.6,0.9,0.2
"minnesota,anoka",330844,85.2,7,3.6000000000000005,3.8999999999999995
"minnesota,becker",32504,87.8,3.4,1.2,0.4
"minnesota,beltrami",44442,74.4,3.6999999999999997,1.5,0.7
"minnesota,benton",38451,93.5,3.5,1.6,1.1
"minnesota,big stone",5269,97.7,1,0.7999999999999999,0.09999999999999999
"minnesota,blue earth",64013,91.2,4.3,2.5,2
"minnesota,brown",25893,95.2,0.9,3.3,0.6
"minnesota,carlton",35386,88.9,3.8,1.4,0.5
"minnesota,carver",91042,90.7,2.8,3.9,2.7
"minnesota,cass",28567,85.4,2.4,1.2,0.3
"minnesota,chippewa",12441,91.4,1.8,4.9,0.5
"minnesota,chisago",53887,94.7,2.4,1.5,0.9
"minnesota,clay",58999,90.6,3.6,3.5,1.4
"minnesota,clearwater",8695,86.7,3.4,1.4,0.2
"minnesota,cook",5176,87.5,2.5,1.1,0.5
"minnesota,cottonwood",11687,89.3,2,6.200000000000001,2.7
"minnesota,crow wing",62500,96,2,1,0.4
"minnesota,dakota",398552,82.3,7.6,6,4.4
"minnesota,dodge",20087,93.5,1.7000000000000002,4.6,0.4
"minnesota,douglas",36009,97.1,1.3,0.9,0.5
"minnesota,faribault",14553,92.90000000000002,1.2,5.599999999999999,0.3
"minnesota,fillmore",20866,97.6,1.1,1,0.3
"minnesota,freeborn",31255,88.6,2.4,8.8,0.8
"minnesota,goodhue",46183,93.20000000000002,2.5,2.8999999999999995,0.6
"minnesota,grant",6018,96.9,1.5,1.6,0.2
"minnesota,hennepin",1152425,71.7,15.1,6.7,6.2
"minnesota,houston",19027,97.1,1.7,0.7,0.5
"minnesota,hubbard",20428,93.6,2,1.6,0.2
"minnesota,isanti",37816,95.1,2.3,1.5,0.8
"minnesota,itasca",45058,93.1,2.4,0.9000000000000001,0.3
"minnesota,jackson",10266,94.5,1.5,2.7,1.4
"minnesota,kanabec",16239,96.1,1.9,1.3,0.3
"minnesota,kandiyohi",42239,85.1,3.5,11.2,0.4000000000000001
"minnesota,kittson",4552,97.4,0.8,1.5,0.4
"minnesota,koochiching",13311,94,2.5,1.1,0.3
"minnesota,lac qui parle",7259,97,1.1,1.5,0.4000000000000001
"minnesota,lake",10866,97.19999999999999,1.4,0.7,0.3
"minnesota,lake of the woods",4045,95.5,2.4,0.9,0.8
"minnesota,le sueur",27703,92.7,1.5,5.2,0.6
"minnesota,lincoln",5896,97.5,0.9000000000000001,1.2,0.2
"minnesota,lyon",25857,87.5,3.8,6,2.6
"minnesota,mcleod",36651,92.8,1.5,4.9,0.7
"minnesota,mahnomen",5413,49.79999999999999,8.8,1.7999999999999998,0.10000000000000002
"minnesota,marshall",9439,94.8,1.1,3.6,0.2
"minnesota,martin",20840,94.8,1.2,3.6,0.5
"minnesota,meeker",23300,95.4,1.1,3.3,0.3
"minnesota,mille lacs",26097,90.4,2.2,1.4,0.3
"minnesota,morrison",33198,96.9,1.5,1.2,0.3
"minnesota,mower",39163,84.2,3.8999999999999995,10.6,1.6999999999999997
"minnesota,murray",8725,95.4,1.1,2.8,0.9
"minnesota,nicollet",32727,91.5,3.5,3.7,1.3
"minnesota,nobles",21378,67.2,5.3,22.5,5.5
"minnesota,norman",6852,91.8,2.5,4,0.4
"minnesota,olmsted",144248,83.4,7,4.2,5.4
"minnesota,otter tail",57303,94.7,2,2.6,0.5
"minnesota,pennington",13930,92.4,3.2,2.7,0.6
"minnesota,pine",29750,90.5,3.9,2.4,0.4
"minnesota,pipestone",9596,92.5,2.5,3.7000000000000006,0.7
"minnesota,polk",31600,90.2,3,5.4,0.7
"minnesota,pope",10995,97.5,1.2,0.9,0.4
"minnesota,ramsey",508640,66.9,14.5,7.2,11.7
"minnesota,red lake",4089,94.8,1.7,2.5,0.1
"minnesota,redwood",16059,87.9,2.4,2.1,3.2
"minnesota,renville",15730,91.2,1.3,6.6,0.3
"minnesota,rice",64142,85.1,5,8,2
"minnesota,rock",9687,95.4,1.8000000000000003,2,0.5
"minnesota,roseau",15629,94,1.6,0.7,2.5
"minnesota,st louis",200226,92.3,3.6,1.2,0.9
"minnesota,scott",129928,84.5,4.9,4.4,5.7
"minnesota,sherburne",88499,92.6,3.6,2.2,1.3
"minnesota,sibley",15226,90.9,1.5,7.2,0.6
"minnesota,stearns",150642,90.6,4.6,2.8,2
"minnesota,steele",36576,89,4.2,6.2,0.8
"minnesota,stevens",9726,91.8,2.5,3.5,1.5
"minnesota,swift",9783,94.8,1.4,3.6,0.2
"minnesota,todd",24895,92.6,1.7,5.2,0.4
"minnesota,traverse",3558,93.4,1.5,1.4,0.1
"minnesota,wabasha",21676,95.6,1.4,2.7,0.39999999999999997
"minnesota,wadena",13843,95.8,2.3,1.3,0.3
"minnesota,waseca",19136,90.4,3.5,5.1,0.7
"minnesota,washington",238136,85.7,5.7,3.4,5.1
"minnesota,watonwan",11211,77,1.9,20.9,0.8
"minnesota,wilkin",6576,95.70000000000002,1.3000000000000003,2,0.3
"minnesota,winona",51461,92.9,2.4,2.4,2.1
"minnesota,wright",124700,93.7,2.6,2.4,1.2
"minnesota,yellow medicine",10438,91.8,1.4,3.8000000000000003,0.3
"mississippi,adams",32297,38.7,54.9,6.7,0.4
"mississippi,alcorn",37057,84.5,12.4,2.7,0.3
"mississippi,amite",13131,57.2,41.9,0.8,0.1
"mississippi,attala",19564,55.5,42.6,1.6999999999999997,0.3
"mississippi,benton",8729,59.9,38.3,1.7,0.1
"mississippi,bolivar",34145,32.9,64.8,1.9,0.6
"mississippi,calhoun",14962,65.8,28.9,5.4,0.1
"mississippi,carroll",10597,65.4,33.6,1,0.2
"mississippi,chickasaw",17392,53.2,43,3.7,0.3
"mississippi,choctaw",8547,67.9,31.199999999999996,0.9,0.1
"mississippi,claiborne",9604,14.1,85,0.8,0.4
"mississippi,clarke",16732,63.79999999999999,35,0.8,0.2
"mississippi,clay",20634,40.1,58.8,1,0.2
"mississippi,coahoma",26151,22.600000000000005,76,1.1,0.5
"mississippi,copiah",29449,45.5,51.6,2.6,0.3
"mississippi,covington",19568,62.4,35.7,1.9,0.2
"mississippi,de soto",NA,NA,NA,NA,NA
"mississippi,forrest",74934,58.4,37.5,3.5,0.7
"mississippi,franklin",8118,64.4,34.9,0.6,0.1
"mississippi,george",22578,88.6,9,2,0.2
"mississippi,greene",14400,72,26.9,0.9,0.1
"mississippi,grenada",21906,56.4,42.5,0.9,0.3
"mississippi,hancock",43929,86.3,9.3,3.3,1
"mississippi,harrison",187105,67.2,24.8,5.3,2.8
"mississippi,hinds",245285,28,69.9,1.5,0.8
"mississippi,holmes",19198,15.6,84,0.7,0.2
"mississippi,humphreys",9375,22.8,75.3,2.2,0.2
"mississippi,issaquena",1406,34.3,64.7,0.6,0.39999999999999997
"mississippi,itawamba",23401,91.8,6.5,1.3,0.19999999999999998
"mississippi,jackson",139668,69.9,23.4,4.6,2.2
"mississippi,jasper",17062,46,53.2,0.8,0.1
"mississippi,jefferson",7726,13.7,86,0.4,0
"mississippi,jefferson davis",12487,38.5,60.60000000000001,0.8,0.1
"mississippi,jones",67761,65.6,29.2,4.7,0.4
"mississippi,kemper",10456,35.1,60.900000000000006,0.5,0.10000000000000002
"mississippi,lafayette",47351,70.8,24.7,2.3,2.1
"mississippi,lamar",55658,76,20.699999999999996,2.2,1.1999999999999997
"mississippi,lauderdale",80261,54,43.6,1.8000000000000003,0.7
"mississippi,lawrence",12929,66.3,31.5,2.1,0.3
"mississippi,leake",23805,48.8,41.4,4.3,0.2
"mississippi,lee",82910,68.6,28.5,2.4,0.6
"mississippi,leflore",32317,24.5,72.8,2.3,0.6
"mississippi,lincoln",34869,68,30.700000000000003,0.9,0.3
"mississippi,lowndes",59779,53.3,44.6,1.5,0.7
"mississippi,madison",95203,56,39,2.9,2.1
"mississippi,marion",27088,65.2,33.2,1.2,0.3
"mississippi,marshall",37144,48.9,47.7,3.2,0.2
"mississippi,monroe",36989,67.2,31.700000000000003,1,0.2
"mississippi,montgomery",10925,52.8,46,0.9,0.4
"mississippi,neshoba",29676,60,22.4,1.6,0.3
"mississippi,newton",21720,62.6,31.1,1.3,0.2
"mississippi,noxubee",11545,27,72.1,0.8,0.2
"mississippi,oktibbeha",47671,58.4,37.8,1.4,2.4
"mississippi,panola",34707,48.9,49.5,1.4,0.2
"mississippi,pearl river",55834,82.2,14,2.9,0.4
"mississippi,perry",12250,77.7,21,1,0.2
"mississippi,pike",40404,45.9,52.29999999999999,1.2,0.6
"mississippi,pontotoc",29957,78.5,15.1,6.2,0.2
"mississippi,prentiss",25276,83.8,14.800000000000002,1.2,0.10000000000000002
"mississippi,quitman",8223,28.8,70.4,0.7,0.1
"mississippi,rankin",141617,76.3,19.9,2.7,1.1
"mississippi,scott",28264,50.8,38.9,10.7,0.2
"mississippi,sharkey",4916,27.800000000000004,71.4,0.8,0.2
"mississippi,simpson",27503,62.3,36,1.4,0.3
"mississippi,smith",16491,75.3,23.4,1.2,0.1
"mississippi,stone",17786,77.7,20.2,1.3,0.3
"mississippi,sunflower",29450,25.2,73.4,1.4,0.3
"mississippi,tallahatchie",15378,36.3,57.6,5.6,0.8
"mississippi,tate",28886,66.1,31.5,2.2,0.20000000000000004
"mississippi,tippah",22232,78.3,17.4,4.4,0.2
"mississippi,tishomingo",19593,93.5,3.5,2.8,0.1
"mississippi,tunica",10778,23.1,74.4,2.3,0.6
"mississippi,union",27134,79.79999999999998,15.7,4.5,0.2
"mississippi,walthall",15443,52.7,45.6,1.5,0.2
"mississippi,warren",48773,49.5,47.89999999999999,1.8000000000000003,0.8
"mississippi,washington",51137,26.7,71.9,1,0.6
"mississippi,wayne",20747,59,39.7,1.2,0.20000000000000004
"mississippi,webster",10253,78.1,20.7,1,0.09999999999999999
"mississippi,wilkinson",9878,28.5,71.1,0.4,0
"mississippi,winston",19198,51.5,46.5,1,0.2
"mississippi,yalobusha",12678,60,38.8,1.2,0.20000000000000004
"mississippi,yazoo",28065,37.3,58.6,4.6,0.4
"missouri,adair",25607,92.8,3.3,2,1.8
"missouri,andrew",17291,96.2,1.5,1.7,0.4
"missouri,atchison",5685,97.7,1,1,0.2
"missouri,audrain",25529,88.6,8.2,2.6000000000000005,0.5
"missouri,barry",35597,88.5,2.2,7.700000000000001,1.3
"missouri,barton",12402,94.4,2.8,1.9,0.2
"missouri,bates",17049,95.6,2.3,1.6,0.2
"missouri,benton",19056,96.1,1.6,1.5,0.3
"missouri,bollinger",12363,97.40000000000002,1.1,0.8000000000000002,0.20000000000000004
"missouri,boone",162642,81,12.1,3,3.8
"missouri,buchanan",89201,86.3,7.700000000000001,5.2,0.8
